gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	astrocyte	dendritic_cell	endothelial_cell	malignant_cell	mast_cell	monocyte	mural_cell	natural_killer_cell	neuron	oligodendrocyte	radial_glial_cell
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0A13F16D1	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS020569D97	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0003E8838	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS037DFC929	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
LRP6	O75581	True	LRP6_HUMAN	FZD7_LRP6	CPI-CS0754A8484	0.06	0.002	0.006	0.096	0.0	0.004	0.035	0.0	0.0	0.011	0.018
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS000A36A67	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0AE8152FD	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0F983512F	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS04B8D01CF	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0873A3572	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS08643D43B	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0ACA88C98	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0580F59AA	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0890C1FEE	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0CFE5516F	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS044E2BF6D	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS024EB9593	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0625ED389	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0420BF1AD	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0D956B26D	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS014F1F730	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD8_LRP6	CPI-CS0DA23193F	0.025	0.003	0.02	0.019	0.0	0.003	0.007	0.0	0.0	0.011	0.009
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS09D722BE6	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0F6EF74BE	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0D1C88065	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0CD275AB1	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS073016411	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0DFEE920D	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0CCD3D0A1	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS05FC0F405	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS01757E3CC	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS000EEBB11	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS05DE238C6	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0F9D91F7C	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0C63C1412	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS03B3709D5	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	FZD9_LRP6	CPI-CS0A54AB810	0.035	0.0	0.016	0.011	0.0	0.0	0.003	0.0	0.0	0.018	0.002
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-CS087CB7080	0.248	0.004	0.006	0.038	0.003	0.005	0.024	0.001	0.0	0.021	0.003
LRP6	O75581	True	LRP6_HUMAN	Kremen1_LRP6	CPI-CS0F6E83D4B	0.248	0.004	0.006	0.038	0.003	0.005	0.024	0.001	0.0	0.021	0.003
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-CS0D1C23747	0.006	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LRP6	O75581	True	LRP6_HUMAN	Kremen2_LRP6	CPI-CS0730C30B0	0.006	0.0	0.001	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0481C1F9A	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS07545410E	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS041DB789A	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS08C5D4CC5	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0CD56A2CC	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS001CB9814	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS093B9AF93	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0A8032B7C	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS044C72075	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS08A2C42C8	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS07135653F	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0545CAB09	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0054A1D8F	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0E97FB627	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP5	CPI-CS0711601F5	0.06	0.015	0.025	0.055	0.007	0.004	0.029	0.002	0.0	0.013	0.006
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0F29C6285	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS01D8707DF	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0113A05E1	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS03744A892	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS07B775F8D	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0C85FC57D	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0C050DC99	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS05CFD8AFA	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS04F856260	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS064EF7C8D	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0CF3656D2	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS06E9ED9EA	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0BCEC27D8	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS034FCACC9	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD1	Q9UP38	True	FZD1_HUMAN	FZD1_LRP6	CPI-CS0009D06D0	0.06	0.004	0.025	0.055	0.003	0.005	0.045	0.001	0.0	0.013	0.01
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0372FC240	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0DF112C1C	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS00529A443	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS09C6CE302	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS087B1A2AD	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0B5273C72	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0969BC04B	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0483ECD06	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0E502BB1F	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0639A2C96	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS057093E9E	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0E68F5752	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0718C069F	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS0798E7707	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP5	CPI-CS08BFBF46D	0.008	0.015	0.002	0.021	0.0	0.004	0.012	0.002	0.0	0.001	0.006
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS031A2034E	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0FCBFAE02	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS09FB07CB1	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS09572EF0C	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0A038267C	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0DB31673B	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0E53563BA	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0E9D2EC7B	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS01E56069F	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0AF09AF14	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0B92EA5EA	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0F53060BB	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS0B077728E	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS01E9D00D4	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD2	Q14332	True	FZD2_HUMAN	FZD2_LRP6	CPI-CS06AA33194	0.008	0.004	0.002	0.021	0.0	0.005	0.012	0.001	0.0	0.001	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS02643715E	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0DCC20D87	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS03025232D	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0E6007E1E	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS04185CD17	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0A94347F7	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS09A9BAC7F	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0A7409D74	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0CBE51948	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS012C395FB	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0D38CFA9D	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0B52EC069	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS00629236E	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS0CDD4E649	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP5	CPI-CS056A2EEC7	0.09	0.015	0.043	0.059	0.007	0.004	0.029	0.002	0.0	0.015	0.006
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS00F8E8AC0	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS090834433	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0F06108D6	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0BF2D6216	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0C5CBB4DA	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS02B24ACED	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS05594052B	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS081ABF0EB	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS096783D6D	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS067ECB5FE	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS039773901	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS096856900	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0CBF40196	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0EA080D52	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD3	Q9NPG1	True	FZD3_HUMAN	FZD3_LRP6	CPI-CS0035C50D6	0.291	0.004	0.043	0.151	0.003	0.005	0.05	0.001	0.516	0.059	0.031
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS03D573715	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0B0D7EFFD	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS03524A330	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS08FF72B3A	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0B7C50AF8	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0864EE3DE	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0BEEA9AA1	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS00EE75FE1	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS070C94FC9	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0A3B15C33	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0AF87C2AB	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS03BC3B437	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS078075D84	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0E63C18DF	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS02127BCCA	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP5	CPI-CS0EFD8682E	0.065	0.0	0.063	0.008	0.002	0.001	0.029	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS055AB879D	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS06CF549E0	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS01BA77CE7	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS0349DDD33	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
FZD4	Q9ULV1	True	FZD4_HUMAN	FZD4_LRP6	CPI-CS07E36B000	0.065	0.0	0.114	0.008	0.002	0.001	0.074	0.0	0.0	0.005	0.0
